2165048891864582,1,0.38307226,3.964798,8.0445175,4,-0.038833577,0.013665928,0.005934119,9,-1.1699,2.79925,9.325399,11,0.034873,0.15270051,0.8035495
2165048931877082,1,0.38307226,3.964798,8.0445175,4,-0.038833577,0.013665928,0.005934119,9,-1.1058,2.87955,9.308466,11,0.03715375,0.15642314,0.82100064
2165048991881770,1,0.38307226,3.964798,8.0445175,4,-0.038833577,0.013665928,0.005934119,9,-0.9795,3.0533373,9.266241,11,0.04211494,0.16286904,0.8453071
2165049031863020,1,0.38307226,3.964798,8.0445175,4,-0.038833577,0.013665928,0.005934119,9,-0.8078334,3.198679,9.23308,11,0.047524646,0.16569467,0.86427766
2165049051886457,1,0.38307226,3.964798,8.0445175,4,-0.038833577,0.013665928,0.005934119,9,-0.6925167,3.2642393,9.21949,11,0.050745822,0.16776334,0.8746424
2165049091866145,1,0.5554548,3.9456444,8.293514,4,-0.038833577,0.013665928,0.005934119,9,-0.5354056,3.383913,9.18683,11,0.05352791,0.17039716,0.8833957
2165049111889582,1,0.5554548,3.9456444,8.293514,4,-0.06527531,-0.0391041,-0.0066322517,9,-0.4371028,3.4752564,9.157764,11,0.057544634,0.17550439,0.89603287
2165049151872395,1,0.5554548,3.9456444,8.293514,4,-0.06527531,-0.0391041,-0.0066322517,9,-0.28563425,3.6016188,9.114922,11,0.062027544,0.17941846,0.9089536
2165049191884895,1,0.5554548,3.9456444,8.293514,4,-0.06527531,-0.0391041,-0.0066322517,9,-0.092511415,3.6848395,9.085541,11,0.06665785,0.18154116,0.9209773
2165049231866145,1,0.5554548,3.9456444,8.293514,4,-0.06527531,-0.0391041,-0.0066322517,9,0.11216285,3.7559798,9.056014,11,0.07209762,0.18455105,0.9316928
2165049271878645,1,0.5554548,3.9456444,8.293514,4,-0.06527531,-0.0391041,-0.0066322517,9,0.3410876,3.8416264,9.013804,11,0.07832221,0.18832333,0.94084525
2165049291869270,1,0.7374141,3.7828388,8.552088,4,-0.093191855,-0.06027931,0.013072516,9,0.48429382,3.8961132,8.983702,11,0.08219561,0.19088466,0.9456601
2165049331883332,1,0.7374141,3.7828388,8.552088,4,-0.093191855,-0.06027931,0.013072516,9,0.6930979,3.9739044,8.936,11,0.08794421,0.19517724,0.9517214
2165049371864582,1,0.7374141,3.7828388,8.552088,4,-0.093191855,-0.06027931,0.013072516,9,0.88529927,4.029368,8.894567,11,0.08990908,0.19610475,0.9562661
2165049411878645,1,0.7374141,3.7828388,8.552088,4,-0.093191855,-0.06027931,0.013072516,9,0.97369975,4.015889,8.892522,11,0.092223026,0.19516791,0.957938
2165049451891145,1,0.7374141,3.7828388,8.552088,4,-0.093191855,-0.06027931,0.013072516,9,1.0454332,3.99693,8.893374,11,0.09411501,0.19388896,0.95873433
2165049471881770,1,0.7374141,3.7828388,8.552088,4,-0.093191855,-0.06027931,0.013072516,9,1.0685165,3.986065,8.895687,11,0.094565004,0.19277148,0.95901066
2165049491873957,1,0.69431853,3.7397432,8.566454,4,-0.07857908,-0.048352167,0.008831366,9,1.0814582,3.9678326,8.902393,11,0.094505,0.19186874,0.9591103
2165049531886457,1,0.69431853,3.7397432,8.566454,4,-0.07857908,-0.048352167,0.008831366,9,1.0810527,3.9452107,8.912598,11,0.09441066,0.19091858,0.95919317
2165049551877082,1,0.69431853,3.7397432,8.566454,4,-0.07857908,-0.048352167,0.008831366,9,1.0795763,3.9348054,8.917398,11,0.09406233,0.19048828,0.9592266
2165049551877082,1,0.69431853,3.7397432,8.566454,4,-0.07857908,-0.048352167,0.008831366,9,1.0730882,3.9270027,8.921649,11,0.09406233,0.19048828,0.9592266
2165049611881770,1,0.69431853,3.7397432,8.566454,4,-0.07857908,-0.048352167,0.008831366,9,1.0750628,3.9204674,8.924316,11,0.094447084,0.19000931,0.9592929
2165049651863020,1,0.69431853,3.7397432,8.566454,4,-0.07857908,-0.048352167,0.008831366,9,1.0947542,3.9195557,8.922305,11,0.09503937,0.18988776,0.95935124
2165049671886457,1,0.69431853,3.7397432,8.566454,4,-0.07857908,-0.048352167,0.008831366,9,1.0976771,3.9190779,8.9221525,11,0.09519018,0.19011638,0.9593231
2165049691875520,1,0.92176765,3.8714242,8.458715,4,-0.06502442,-0.042781293,0.023125613,9,1.0993886,3.923689,8.919926,11,0.09525909,0.19075869,0.95921606
2165049731889582,1,0.92176765,3.8714242,8.458715,4,-0.06502442,-0.042781293,0.023125613,9,1.0954962,3.9448297,8.911041,11,0.0950427,0.19201322,0.9590073
2165049771870832,1,0.92176765,3.8714242,8.458715,4,-0.06502442,-0.042781293,0.023125613,9,1.0833321,3.9667432,8.90278,11,0.0948449,0.19315942,0.9588674
2165049791863020,1,0.92176765,3.8714242,8.458715,4,-0.06502442,-0.042781293,0.023125613,9,1.083216,3.9789214,8.89734,11,0.09513295,0.19384171,0.9588797
2165049831875520,1,0.92176765,3.8714242,8.458715,4,-0.06502442,-0.042781293,0.023125613,9,1.0975386,3.995407,8.888213,11,0.095917314,0.1945879,0.95904523
2165049851866145,1,0.92176765,3.8714242,8.458715,4,-0.06502442,-0.042781293,0.023125613,9,1.1190128,4.008236,8.879738,11,0.09632915,0.19499594,0.95922613
2165049891880207,1,1.0354922,3.8223429,8.538921,4,-0.06502442,-0.042781293,0.023125613,9,1.1278564,4.016768,8.874769,11,0.09650458,0.19549747,0.95937705
2165049911870832,1,1.0354922,3.8223429,8.538921,4,-0.04021784,-0.01963659,0.044715334,9,1.1329281,4.017684,8.873734,11,0.09620852,0.19529784,0.959763
